#name name2
NM_001274303.1 Glut1
NM_001274304.1 Glut1
NM_176271.2 CG2469
NM_176270.2 CG2469
NM_001274324.2 Ptp61F
NM_139370.4 CG12004
NM_001104004.2 CG12004
NM_001299970.1 CG12004
NM_167897.2 CG12004
NM_139392.2 CG7991
NM_001202089.1 CG7991
NM_001144397.2 Cpr62Bb
NM_001274363.1 Cpr62Bb
NM_139410.2 Cpr62Bb
NM_167928.2 SCOT
NM_139426.3 SCOT
NM_001274372.1 SCOT
NM_001299990.1 CG45186
NM_001299986.1 CG45186
NM_206246.3 CG45186
NM_001031933.3 CG45186
NM_206244.3 CG45186
NM_167951.2 CG1146
NM_167950.2 CG1146
NM_139468.2 CG1146
NM_206253.3 Pxn
NM_206254.3 Pxn
NM_206255.3 Pxn
NM_079167.5 Pxn
NM_167957.3 Pxn
NM_001259651.3 Mrtf
NM_001144407.4 Mrtf
NM_168031.2 sty
NM_079178.3 sty
NM_168033.3 Eip63E
NM_001043116.3 Eip63E
NM_001274444.1 Eip63E
NM_079180.4 Eip63E
NM_001202113.2 Eip63E
NM_206268.4 CG32264
NM_168037.2 CG32264
NM_001104025.2 CG32264
NM_080163.4 Eip63F-1
NM_001202117.2 Eip63F-1
NM_080071.3 dib
NM_001259690.2 Cip4
NM_001274484.1 Cip4
NM_001274483.1 Cip4
NM_001259687.2 Cip4
NM_001259688.2 Cip4
NM_001259689.1 Cip4
NM_001104031.2 Cip4
NM_001259692.1 Cip4
NM_001259693.2 Cip4
NM_139636.4 Cip4
NM_001259691.2 Cip4
NM_144080.3 CG42540
NM_168095.3 CG42540
NM_001274490.1 CG42540
NM_001300007.1 CG42540
NM_001274492.1 CG42540
NM_139660.5 CG42540
NM_001274491.1 CG42540
NM_168096.3 CG42540
NM_001259698.1 CG42540
NM_001274496.1 RhoGEF64C
NM_168102.3 RhoGEF64C
NM_168104.2 CG32237
NM_001259706.2 Con
NM_139684.3 CG17030
NM_001104039.5 CG34342
NM_001169880.3 CG34342
NM_139725.3 Blimp-1
NM_001274513.1 Blimp-1
NM_001300016.1 Blimp-1
NM_001274514.1 Blimp-1
NM_139728.2 Ppat-Dpck
NM_139739.2 CG5592
NM_139788.3 CG42747
NM_206280.2 CG18769
NM_001259718.1 CG18769
NM_001300025.1 CG18769
NM_168170.2 CG18769
NM_206281.2 CG18769
NM_206282.2 CG18769
NM_168169.3 CG18769
NM_144449.4 CG18769
NM_139804.2 tow
NM_001274560.1 tow
NM_001274561.1 tow
NM_001274559.1 tow
NM_001104056.2 tow
NM_206294.3 Pura
NM_001274604.1 Pura
NM_168229.3 CG32373
NM_206297.3 CG32373
NM_001274618.1 Pdp1
NM_168233.3 Pdp1
NM_168250.3 nmo
NM_079243.4 nmo
NM_168248.3 nmo
NM_168249.3 nmo
NM_168252.3 nmo
NM_168251.3 nmo
NM_001274626.1 nmo
NM_080017.3 Uba2
NM_001144437.2 Dscam4
NM_001274642.1 Dscam4
NM_001144436.2 Dscam4
NM_001043131.3 Dscam4
NM_001274643.2 Dscam4
NM_139977.3 GstO3
NM_139994.2 Pex7
NM_001144442.1 Pex7
NM_001274670.1 Fhos
NM_001169916.2 Fhos
NM_001259755.1 Fhos
NM_168294.3 Fhos
NM_001259753.2 Fhos
NM_001259754.2 Fhos
NM_168293.3 Fhos
NM_001202142.2 Fhos
NM_001202143.2 Fhos
NM_168298.1 Tsp66E
NM_079261.5 Tsp66E
NM_168299.2 Tsp66E
NM_140026.3 Doc1
NM_001274683.1 Doc1
NM_001274688.1 Rdl
NM_001274687.1 Rdl
NM_168321.3 Rdl
NM_001274686.1 Rdl
NM_079267.4 Rdl
NM_168322.3 Rdl
NM_168352.2 CG42673
NM_001202149.2 CG42673
NM_079286.3 Ubc4
NM_001300084.1 Ubc4
NM_001300085.1 Ubc4
NM_001274728.1 CG43897
NM_001274730.1 CG43897
NM_001274732.1 CG43897
NM_001274727.1 CG43897
NM_001274729.1 CG43897
NM_176311.3 CG43897
NM_176309.3 CG43897
NM_176310.3 CG43897
NM_001038908.2 CG43897
NM_176308.3 CG43897
NM_176313.3 CG43897
NM_176312.3 CG43897
NM_168379.2 CG43897
NM_001038909.2 CG43897
NM_001274733.1 CG43897
NM_001274734.1 CG43897
NM_001274731.1 CG43897
NM_001104100.2 bma
NM_001274741.1 bma
NM_001274740.1 bma
NM_001274745.1 dpr6
NM_001274746.1 dpr6
NM_140132.3 scramb1
NR_133210.1 CR46006
NR_133209.1 CR46006
NR_133211.1 CR46006
NR_133212.1 CR46006
NM_140156.3 CG6418
NM_001300098.1 IRSp53
NM_001104113.2 IRSp53
NM_001104112.2 IRSp53
NM_168448.3 IRSp53
NM_168470.2 CG32085
NM_001274797.1 Klp68D
NM_079305.3 Klp68D
NM_001300108.1 CG44837
NM_168487.2 rols
NM_001274808.1 rols
NM_001274810.1 rols
NM_176322.3 Est-6
NM_001274820.1 Est-6
NM_168525.3 CG10948
NM_168524.2 CG10948
NM_140349.3 CG10948
NM_168540.3 caps
NM_001316462.1 caps
NM_001043139.4 caps
NM_079332.4 caps
NM_140401.2 Tgi
NM_168555.2 Tgi
NM_001274881.2 dysc
NM_140411.5 dysc
NM_001274882.2 dysc
NM_001274883.2 dysc
NM_001144475.3 dysc
NM_001274884.2 dysc
NM_001144474.3 dysc
NM_168571.3 Ptip
NM_001274907.1 fz
NM_080073.3 fz
NM_001144479.4 bbg
NM_001144478.4 bbg
NM_140447.4 bbg
NM_001144480.3 bbg
NM_001144477.2 bbg
NM_001144481.2 bbg
NM_001259826.1 bbg
NM_140448.3 bbg
NM_001274913.1 Gbs-70E
NM_140451.3 Gbs-70E
NM_168589.2 Gbs-70E
NM_001043141.3 CG17839
NM_206363.4 CG17839
NM_140471.3 DCX-EMAP
NM_001274921.1 DCX-EMAP
NM_140472.2 DCX-EMAP
NM_001274922.1 DCX-EMAP
NM_001274935.2 Plp
NM_001274931.1 Plp
NM_001274937.1 Plp
NM_001274930.1 Plp
NM_001032402.2 Plp
NM_001274934.1 Plp
NM_001274933.1 Plp
NM_001259832.1 Plp
NM_001259833.2 Plp
NM_001274932.1 Plp
NM_001274936.1 Plp
NR_073937.1 CR43992
NM_168630.4 RhoGAP71E
NM_140527.5 RhoGAP71E
NM_001274958.1 RhoGAP71E
NM_001274957.1 RhoGAP71E
NM_001202183.2 RhoGAP71E
NM_168629.4 RhoGAP71E
NM_001144484.3 RhoGAP71E
NM_001274969.1 pHCl
NM_001274967.1 pHCl
NM_001038935.3 pHCl
NM_001169979.1 pHCl
NM_001274968.1 pHCl
NM_001274971.1 pHCl
NM_001274970.1 pHCl
NM_001038936.4 pHCl
NM_001038934.4 pHCl
NM_001300147.1 pHCl
NM_001259852.1 pHCl
NM_001259853.1 pHCl
NM_001274965.1 pHCl
NM_001274966.1 pHCl
NM_001300146.1 pHCl
NM_001274981.1 Hip14
NM_140567.3 Hip14
NM_001274982.1 Hip14
NM_168661.2 CG4729
NM_168662.2 CG4729
NM_001259864.1 CG4729
NM_140631.2 CG4729
NM_168670.4 CG43373
NM_001104152.4 CG43373
NM_001104153.3 Abl
NM_001300156.1 Abl
NM_001275033.1 Abl
NM_001275031.1 Abl
NM_001275036.1 Abl
NM_001275034.1 Abl
NM_001275030.1 Abl
NM_001275032.1 Abl
NM_080104.3 Abl
NM_001275035.1 Abl
NM_206388.3 Lmpt
NM_001259879.2 Lmpt
NM_140673.5 Lmpt
NM_001275047.1 Lmpt
NM_170635.3 Lmpt
NM_206387.3 Lmpt
NM_001202193.2 Lmpt
NM_001014589.4 scaf6
NM_001038939.2 scaf6
NM_001275050.2 Rbp6
NM_168718.3 Rbp6
NM_001104161.3 Rbp6
NM_001144490.3 frc
NM_140720.5 CG32174
NM_168732.3 CG32174
NM_001259886.1 CG32174
NM_079402.4 frc
NM_001014590.2 Eip74EF
NM_168741.2 Eip74EF
NM_001259887.2 Eip74EF
NM_168739.3 Eip74EF
NM_168740.3 Eip74EF
NM_168744.2 Ccn
NM_001259893.2 Eip75B
NM_079409.3 Eip75B
NM_168756.2 Eip75B
NM_168757.1 Eip75B
NM_001316451.1 Eip75B
NM_168755.1 Eip75B
NM_001259892.1 Eip75B
NM_001300176.1 CG13380
NM_001038941.3 CG13380
NM_001038942.3 CG4174
NM_001038943.3 CG4174
NM_168770.2 CG32199
NM_001275101.1 nkd
NM_080049.3 nkd
NM_001275100.1 nkd
NM_140836.2 CG14082
NM_001275106.1 CG14082
NM_001144498.2 CG14082
NM_140842.3 CG9629
NM_168794.3 CG32206
NM_176360.2 CG32206
NM_001144509.3 tey
NM_001275130.2 tey
NM_140883.2 tey
NM_001275131.1 tey
NM_001007095.3 CG42637
NM_001007096.3 CG42637
NM_001275134.1 Gyc76C
NM_001170004.2 Gyc76C
NM_001170003.2 Gyc76C
NM_001275162.1 CG42674
NM_140925.6 CG42674
NM_001144512.3 CG42674
NM_001144513.3 CG42674
NM_001202208.2 CG42674
NM_001144514.3 CG42674
NM_001275161.1 CG42674
NM_079456.4 alphaSnap
NR_073957.1 CR43875
NM_140969.2 CG5910
NM_001170011.1 CG5910
NM_079466.3 CSN3
NM_079469.3 ko
NM_001259934.1 Eip78C
NM_001259933.1 Eip78C
NM_079471.3 Eip78C
NM_001202223.1 Hr78
NM_001202222.1 Hr78
NM_206415.3 Hr78
NM_079479.5 Hr78
NM_168908.3 Hr78
NM_168907.3 Hr78
NM_001275253.2 CG11306
NM_141083.3 CG11306
NM_001275263.1 Syn1
NM_001275262.1 Syn1
NM_079481.2 Syn1
NM_168937.3 Syn1
NM_141104.2 CG14564
NM_001259944.2 mub
NM_168946.4 mub
NM_001259947.1 mub
NM_001275268.1 mub
NM_001259945.2 mub
NM_001170022.3 mub
NM_001259946.2 mub
NM_001275269.1 mub
NM_079484.6 mub
NM_206423.5 mub
NM_001043154.4 mub
NM_001316446.1 mub
NM_168948.5 olf413
NM_001275275.1 olf413
NM_001259952.2 Srpk79D
NM_001104190.4 Srpk79D
NM_001259951.2 Srpk79D
NM_001202232.3 Srpk79D
NM_141130.4 Srpk79D
NM_001202231.2 Srpk79D
NM_001275279.1 Srpk79D
NM_001259950.2 Srpk79D
NM_001259953.2 Srpk79D
NM_001275281.1 Srpk79D
NM_001275280.1 Srpk79D
NM_001275284.1 CG14457
NM_001014600.1 CG14457
NM_141144.2 CG14457
NM_001259959.2 jim
NM_143699.4 jim
NM_168964.5 jim
NM_001275293.1 jim
NM_001275294.1 jim
NM_001275292.1 jim
NM_001300225.1 alpha-Cat
NM_079495.3 alpha-Cat
NM_001043163.3 AGO3
NM_001043164.3 AGO3
NM_001170027.2 AGO3
NM_001043162.3 AGO3
NM_001043170.2 CG40470
NM_001104200.3 nvd
NM_001316486.1 CG45782
NM_001276235.1 CG40178
NM_001015188.4 CG40178
NM_001015187.3 CG40178
NM_001015151.3 Dbp80
NM_001276240.1 Dbp80
NM_001276239.1 Dbp80
NM_001276241.1 Dbp80
NM_001274253.1 mthl8
NM_138154.3 mthl8
NM_001259591.2 CG43149
NM_079144.5 Lsp1gamma
NR_124734.1 CR44510
NR_124735.1 CR44511
NR_133139.1 CR43150
NR_073902.1 CR43988
NM_001259593.2 CG13405
NM_138155.3 CG13405
NM_144069.3 CG12483
NR_124736.1 CR45401
NR_124737.1 CR45402
NR_124738.1 CR45400
NM_080382.4 Pdk1
NM_167792.3 Pdk1
NM_167791.3 Pdk1
NM_167789.2 Pdk1
NM_167795.3 Pdk1
NM_167794.3 Pdk1
NM_167793.3 Pdk1
NM_001144386.3 CG6845
NM_138156.5 CG6845
NM_001144387.3 CG6845
NM_138157.3 Dic61B
NM_167796.3 Dic61B
NM_001103986.3 p130CAS
NR_124739.1 CR43151
NM_001169831.3 p130CAS
NM_001144388.2 p130CAS
NM_001144389.2 p130CAS
NM_167797.3 p130CAS
NM_138159.4 CG7049
NR_133141.1 CR45806
NM_001169832.2 Vdup1
NM_206221.3 Vdup1
NM_167798.3 Vdup1
NM_138160.4 Vdup1
NM_001274255.1 Vdup1
NM_001274256.1 CG13875
NM_138161.2 CG13875
NM_001043109.2 CG34140
NM_001043107.2 Mkp
NM_001043108.2 Mkp
NM_001299952.1 Mkp
NM_001299953.1 Mkp
NM_079145.4 Mtch
NM_001259596.2 Mtch
NM_167800.3 Mtch
NM_001259598.2 Mtch
NM_167799.3 Mtch
NM_001259597.2 Mtch
NM_206222.3 rno
NM_001259599.2 rno
NM_138163.2 rno
NM_138164.4 mri
NM_001299954.1 mri
NM_167801.3 mri
NM_167803.2 Gk1
NM_079916.3 Gk1
NM_080383.4 NitFhit
NM_138165.2 CG13876
NM_001299957.1 CG7028
NM_001299955.1 CG7028
NM_138166.4 CG7028
NM_001274257.1 CG7028
NM_001299956.1 CG7028
NM_167804.2 thoc7
NM_138167.1 thoc7
NM_167805.2 CG16940
NM_138168.3 CG16940
NM_167809.4 Kaz1-ORFB
NM_167810.3 Kaz1-ORFB
NM_138169.5 Kaz1-ORFB
NM_001031920.3 Kaz1-ORFB
NM_167813.2 pyx
NM_138171.2 pyx
NM_138170.4 CG13877
NM_001202084.2 CG13877
NM_001299958.1 CG33229
NR_048207.1 CR42862
NR_037746.1 CR42862
NR_048206.1 CR42862
NR_048205.1 CR42862
NR_048204.1 CR42862
NM_206223.3 CG33229
NM_001202085.2 CG42846
NM_001103987.2 CG34454
NM_001103988.2 CG34453
NM_001274259.1 E(bx)
NM_167819.3 E(bx)
NM_167817.3 E(bx)
NM_001169833.2 E(bx)
NM_001274258.1 E(bx)
NM_001274260.1 E(bx)
NM_001274261.1 E(bx)
NM_206224.3 E(bx)
NM_001169834.2 E(bx)
NM_167821.3 mthl14
NM_138175.4 DIP2
NM_001274264.1 DIP2
NM_001274262.1 DIP2
NM_001274263.1 DIP2
NM_001259601.2 DIP2
NM_001274265.1 wac
NM_138176.3 wac
NM_001169835.1 wac
NR_048208.1 snoRNA:Tudor-SN-a
NR_003839.1 snoRNA:Psi18S-996
NM_079146.3 mRpL17
NM_001274267.1 mRpL17
NM_001103989.1 CG34263
NM_001274268.1 miple1
NM_206225.2 miple1
NM_138178.3 miple1
NM_001274272.1 miple2
NM_167822.3 CG32845
NM_143739.3 miple2
NM_001274270.1 miple2
NM_001274269.1 miple2
NM_001274271.1 miple2
NM_138179.3 ttm2
NM_138180.4 RhoGEF3
NM_001274273.1 RhoGEF3
NM_138182.2 RhoGEF3
NM_001144390.2 RhoGEF3
NM_138183.3 RhoGEF3
NM_167823.2 RhoGEF3
NM_167825.2 RhoGEF3
NM_167824.2 RhoGEF3
NM_001169836.1 RhoGEF3
NM_001169837.1 RhoGEF3
NM_001144391.1 RhoGEF3
NM_080083.4 fwd
NM_167827.2 fwd
NM_001274274.1 fwd
NM_167826.2 fwd
NM_001103990.3 CG34264
NM_001144393.2 CG34264
NM_001144392.1 CG34264
NM_138184.5 CG32344
NM_001274275.1 Atac3
NM_001144394.2 Atac3
NM_167828.4 Atac3
NM_001259602.2 Atac3
NM_167830.4 Ptpmeg
NM_167831.3 Ptpmeg
NM_138185.4 mthl9
NM_001274276.1 mthl10
NM_001259605.2 mthl10
NM_001274277.1 mthl10
NM_176268.3 mthl10
NM_001259603.2 mthl10
NM_001259604.1 mthl10
NM_138186.3 mthl10
NM_001259606.2 mth
NM_079147.4 mth
NM_167829.3 mth
NM_001169838.3 Ptpmeg
NM_001169839.3 Ptpmeg
NM_138187.4 Ptpmeg
NM_138188.1 CG1231
NM_001169842.2 Cdc5
NM_138189.3 Cdc5
NM_144356.3 Roc1b
NM_138190.2 CG1233
NM_167833.2 CG1233
NM_138191.3 CG13884
NM_001274278.1 trh
NM_079148.3 trh
NM_001043110.2 trh
NM_001274279.1 trh
NM_001274281.1 trh
NM_001103991.2 trh
NM_001274280.1 trh
NR_073903.1 CR43969
NM_138192.2 CG13891
NM_001299960.1 klar
NM_001103992.2 klar
NM_001274284.1 klar
NM_001274283.2 klar
NR_002471.1 snmRNA:438
NM_001299959.1 klar
NM_001103994.2 CG34267
NM_001103995.2 CG34268
NR_133142.1 CR46002
NR_124741.1 CR45118
NR_124742.1 CR45117
NM_001103996.3 CG34269
NM_138193.2 CG17180
NM_001274285.1 CG17180
NM_079150.4 Cypl
NM_167834.2 Hipk
NM_138194.3 Hipk
NR_133143.1 CR46249
NR_133144.1 CR45808
NM_001274286.1 Hipk
NM_138195.2 Ppm1
NM_138196.3 Kah
NM_138197.3 MED14
NM_167835.2 MED14
NM_138198.4 CG13893
NR_133145.1 CR45807
NM_138199.3 Reg-2
NR_124743.1 CR44513
NR_124744.1 CR42719
NM_167836.2 CG43337
NM_001259607.2 CG43337
NR_048209.1 CR43334
NR_073904.1 CR43334
NR_048211.1 CR43423
NR_048210.1 CR43423
NR_073905.1 CR43334
NR_048212.1 ban
NM_138200.4 Gale
NM_001259608.2 Gale
NM_138201.4 CG3402
NM_138202.4 MED30
NM_138204.4 CG17129
NM_167837.3 CG17129
NM_167838.3 CG17129
NM_001274289.1 CG3386
NM_138205.2 CG3386
NM_001274287.1 CG3386
NM_001274288.1 CG3386
NM_138206.2 ebd1
NM_138207.3 CG3344
NM_167839.2 CG32483
NM_001274290.1 RabX6
NM_138208.4 RabX6
NM_138209.4 Vti1a
NM_138210.2 CG13894
NR_124745.1 CR44514
NM_001274291.1 CG13895
NM_138211.4 CG13895
NM_167840.3 CkIIalpha-i3
NM_079151.4 CkIIalpha-i3
NM_001299961.1 CkIIalpha-i3
NM_138212.3 CG13896
NM_001274292.1 CG13896
NM_001144395.2 CG13896
NR_124746.1 CR45411
NR_073907.1 CR43785
NR_073906.1 CR43785
NM_138213.3 hng3
NM_001274293.1 hng3
NM_079152.4 emc
NM_138214.2 CG13898
NR_124747.1 CR44537
NR_073908.2 CR43883
NR_124750.1 CR45184
NR_124749.1 CR45184
NR_124748.1 CR45184
NM_001274294.2 CG13900
NM_167842.3 CG13900
NR_003840.1 snoRNA:Me28S-C788b
NR_003841.1 snoRNA:Me28S-C788a
NR_003842.1 snoRNA:Me28S-G3113b
NR_003843.1 snoRNA:Me28S-G3113a
NR_003844.1 snoRNA:Me5.8S-G74
NR_003845.1 snoRNA:Me28S-A771
NR_003846.1 snoRNA:Psi18S-110
NR_003847.1 snoRNA:Psi28S-3308
NR_003848.1 snoRNA:Psi18S-1086
NM_138216.3 CG42553
NM_001169843.2 CG42554
NM_138217.3 CG13901
NM_001274295.1 CG13901
NM_167843.2 CG13887
NM_001259609.2 CG13887
NM_138218.3 CG13887
NM_001299962.1 CG13887
NM_138219.3 CG13902
NM_001274296.1 CG13902
NM_001299963.1 Gr61a
NM_001274297.1 Gr61a
NM_079153.4 Gr61a
NM_001274298.1 cep290
NM_138220.1 cep290
NM_138221.2 CG13890
NM_138222.3 dpr20
NM_138223.2 CG12502
NM_001259610.2 CG12502
NM_001299964.1 CG12502
NM_167844.2 Usp10
NM_001274300.1 Usp10
NM_001299965.1 CG13907
NM_138225.3 CG13907
NM_001274299.1 Usp10
NR_048214.1 snoRNA:CG32479-b
NR_048215.1 snoRNA:CG32479-a
NM_001038890.2 CG34056
NM_001038892.2 CG34057
NM_001038891.2 CG34057
NR_133146.1 CR46200
NM_138228.3 CG13905
NM_080044.4 nerfin-1
NM_167845.3 Glut1
NM_079154.3 Glut1
NM_001103998.3 Glut1
NM_001274307.1 Glut1
NM_001103997.3 Glut1
NM_001103999.4 Glut1
NM_001274308.1 Glut1
NM_001104000.2 Glut1
NM_001274302.1 Glut1
NM_001274301.1 Glut1
NM_001274309.1 Glut1
NM_138229.2 Glut1
NM_001299967.1 Glut1
NM_001299966.1 Glut1
NM_001316474.1 Glut1
NR_133147.1 CR45809
NR_133148.1 CR45810
NM_206227.3 CG12038
NM_167850.2 trio
NM_167849.2 trio
NM_167848.2 trio
NM_167847.2 trio
NM_143703.3 trio
NM_206228.2 trio
NR_133149.1 CR45811
NM_138231.2 CG9205
NM_167851.2 CG9205
NM_079155.3 bab2
NM_001274313.1 bab2
NM_138235.3 CG13912
NM_138236.2 Trh
NM_079157.2 LysX
NM_167857.4 Aplip1
NM_167856.3 Aplip1
NM_001274314.1 mwh
NM_001274315.1 mwh
NM_167858.4 CG32335
NM_138237.4 CG9119
NM_079158.3 LysB
NM_001274316.1 LysB
NM_138238.3 mwh
NM_057475.3 LysD
NM_057479.3 LysE
NM_057480.5 LysP
NM_057481.4 LysS
NM_001038894.2 CG33965
NM_001038895.3 CG33966
NR_124751.1 CR45747
NM_138240.2 CG9194
NM_138241.4 CG9192
NM_057470.5 Klp61F
NM_206230.3 CG32318
NM_138242.3 Psf1
NM_001202087.1 Sac1
NM_138243.4 Sac1
NM_138244.3 CG9129
NM_001031925.2 CG9130
NM_001031924.2 CG9130
NM_001031923.2 CG9133
NM_001031921.2 CG9133
NM_001031922.2 CG9133
NM_138247.2 tfc
NM_167864.2 tfc
NM_167863.2 tfc
NM_001014555.2 CG32333
NM_167865.3 CG32333
NM_001274317.1 CG32333
NM_138249.3 Rabex-5
NM_058044.5 scf
NM_058045.4 scf
NM_001274318.1 Rac1
NM_057602.4 Rac1
NM_138250.3 CG9149
NM_001274319.1 CG2277
NM_001299968.1 CG2277
NM_138251.3 CG2277
NM_167867.2 CG9186
NM_138253.2 CG9186
NM_138254.3 Sherpa
NM_001274320.1 Sherpa
NM_167868.2 Sherpa
NM_167872.2 Myo61F
NM_167871.2 Myo61F
NM_167869.2 CG9184
NM_138255.2 CG9184
NR_124752.1 CR45166
NM_057586.4 Myo61F
NM_167870.2 Myo61F
NM_001274321.1 ND-ACP
NM_057654.4 ND-ACP
NM_057655.4 ND-ACP
NM_138256.4 msd1
NM_138257.3 msd5
NM_001274322.1 CG2211
NM_138258.3 CG2211
NM_138259.3 l(3)02640
NM_001274323.1 CG2199
NM_138260.5 CG2199
NM_167873.2 CG2199
NM_057340.4 Ptp61F
NM_167874.2 Ptp61F
NM_167875.2 Ptp61F
NM_057339.5 Ptp61F
NM_001274325.1 312
NM_138261.3 312
NM_080051.3 ru
NM_001104002.3 CG32320
NM_138262.2 CG9168
NM_138263.2 FucTD
NM_138264.2 CG9173
NM_138265.3 SA-2
NR_124753.1 CR44842
NM_079159.3 rho
NM_001274326.1 rho
NM_167877.2 CG32319
NM_176273.2 stet
NM_176272.2 stet
NM_001274327.1 robl62A
NM_138266.2 robl62A
NR_073909.1 CR43701
NR_002472.2 snoRNA:Psi28S-2622
NM_001274328.1 CG12084
NM_138268.2 CG12084
NR_133150.1 CR45812
NM_001169844.2 hfp
NM_001169846.2 hfp
NM_167881.3 hfp
NM_167882.3 hfp
NM_001169847.2 hfp
NM_001169849.2 hfp
NM_001169845.2 hfp
NM_001169848.2 hfp
NM_167880.3 hfp
NM_080384.4 hfp
NR_048216.2 scaRNA:MeU2-48
NM_167886.1 Psa
NM_138269.3 cue
NM_139360.3 Psa
NM_167884.2 Psa
NM_167883.2 Psa
NM_167885.2 Psa
NM_167887.2 Psa
NM_001259617.2 Psa
NM_001274329.1 Psa
NM_167889.2 Iml1
NM_001274330.1 Iml1
NM_001274331.1 Iml1
NM_167888.2 Iml1
NM_139361.2 Iml1
NM_001038897.1 Ir62a
NM_001274332.1 CG12091
NM_139362.3 CG12091
NM_139363.2 pns
NM_206232.2 pns
NM_167890.2 pns
NM_001274334.1 CG32313
NM_001274333.1 CG32313
NM_167891.3 CG32313
NM_139364.3 Cct1
NM_001274335.1 Cct1
NM_001299969.1 Cct1
NM_167894.2 Cct1
NM_167892.2 Cct1
NR_133151.1 CR45813
NM_167893.2 Cct1
NM_139365.3 Cct2
NM_139366.3 CG12099
NM_167895.2 CG12099
NM_139367.4 Pex10
NM_001274336.1 Pex10
NM_139369.2 CG7879
NM_167896.2 CG7879
NM_139368.1 CG12003
NM_001202088.1 CG13917
NM_139371.4 CG13917
NM_001274337.2 CG13917
NM_001316470.1 CG13917
NM_001274338.1 CG12104
NM_001299971.1 CG12104
NM_139372.3 CG12104
NM_001031926.2 CG18170
NM_001031927.2 CG18170
NM_001031928.2 CG33791
NM_001169851.1 CG33791
NM_001031929.2 CG33791
NM_001031930.2 CG33791
NM_001169850.1 CG33791
NM_001031931.2 CG33791
NM_001274339.1 CG12105
NM_139375.2 CG12105
NM_139376.4 CG13926
NR_133152.1 CR45814
NM_206233.2 CG33230
NM_167903.2 ABCB7
NM_167902.2 ABCB7
NM_001169852.1 GC
NM_079161.4 GC
NM_139378.2 CG13928
NM_001274341.1 nSyb
NM_001274340.1 nSyb
NM_167905.4 nSyb
NM_001259618.2 nSyb
NM_206234.4 nSyb
NM_057710.6 nSyb
NM_167904.3 nSyb
NM_167906.3 nSyb
NM_139379.4 metl
NM_167907.3 metl
NM_001274342.1 Bgb
NM_057717.5 Bgb
NM_058047.5 alphaCOP
NM_167908.3 alphaCOP
NM_139380.2 CG13919
NM_139381.2 CG17249
NM_057718.3 Bro
NR_133154.1 CR45815
NR_133153.1 CR45815
NM_001299973.1 CG13920
NM_139382.4 CG13920
NM_139383.2 Vta1
NM_001316449.1 CG7970
NM_139384.3 CG7970
NM_001274343.1 CG7970
NM_001104005.3 CG7971
NM_001259619.2 CG7971
NM_167909.4 CG7971
NM_139385.4 CG7971
NM_167910.3 CG7971
NM_001299974.1 CG7971
NM_139386.4 CG7974
NM_001274344.1 CG7974
NR_033162.1 Uhg7
NR_003849.1 snoRNA:Me28S-A2634c
NR_003850.1 snoRNA:Me28S-A2634b
NR_003851.1 snoRNA:Me28S-A2634a
NM_079162.4 RpL23A
NM_139387.3 RabX5
NM_139388.2 CG13930
NM_139389.3 CG12011
NM_001274345.1 CG13931
NM_139390.3 CG13931
NM_001274348.1 drpr
NM_167911.3 drpr
NM_058102.3 drpr
NM_001274347.1 drpr
NM_001274346.1 drpr
NM_001259620.2 drpr
NM_139394.2 CG18171
NM_139395.2 CG12035
NM_139396.4 Oseg4
NM_001274349.1 Oseg4
NM_139397.3 CG18173
NM_001274350.1 CG18173
NM_001299975.1 Gk2
NM_167915.3 Gk2
NM_167913.3 Gk2
NM_167914.2 Gk2
NM_167912.2 Gk2
NM_139398.3 Gk2
NM_139399.3 CG13921
NM_206235.3 CG13921
NM_001274352.1 CG13921
NM_001274351.1 CG13921
NM_001202090.2 CG13921
NM_001259621.2 Cht2
NM_057950.4 Cht2
NM_001274353.1 Cht2
NM_001169853.1 CG8001
NM_139400.2 CG8001
NM_001274355.1 CG8001
NM_001274354.1 CG8001
NM_206236.3 Dhc62B
NM_139401.2 CG13933
NM_001274356.1 CG13933
NR_124754.1 CR44351
NM_139402.3 CG12018
NM_139403.2 CG2021
NM_139404.3 mRpL46
NM_001274358.1 alpha-Spec
NM_001274359.1 alpha-Spec
NM_057391.4 alpha-Spec
NM_001274357.1 alpha-Spec
NR_133155.1 CR45834
NM_167916.3 dlt
NM_057658.5 Cdc37
NR_133156.1 CR45818
NM_139405.1 CG12020
NM_167917.4 Patj
NM_134317.4 Patj
NM_057994.5 Patj
NM_058055.5 JTBR
NM_001274361.1 JTBR
NM_001274360.1 JTBR
NM_001202091.2 CG42676
NM_001274362.1 CG42676
NM_206238.4 CG42676
NM_001299976.1 CG42676
NR_124755.1 CR45686
NR_124756.1 CR45687
NM_167920.2 GV1
NM_139408.3 GV1
NM_001144396.2 Cpr62Ba
NM_139409.3 Cpr62Ba
NM_139411.2 Cpr62Bc
NM_001274364.1 Cpr62Bc
NM_001274365.1 CNMa
NM_001202092.1 CNMa
NM_139412.2 CNMa
NM_167921.3 CG12024
NM_001202093.2 CG12024
NM_139413.4 CG12024
NM_001274366.1 Rap1
NM_001202094.2 Rap1
NM_057509.5 Rap1
NM_144472.4 HBS1
NM_001299977.1 HBS1
NM_139414.3 CG12025
NM_001274367.2 CG12025
NM_001299978.1 CG12025
NM_001202095.1 CG13924
NM_139415.2 CG13924
