gID	name	genename	chr	strand	start	stop
16519	CG31229-RA	CG31229-RA	chr3R	+	14493567	14494805
16523	TFAM-RA	CG4217-RA	chr3R	-	16401073	16402741
16528	CG5726-RA	CG5726-RA	chr2R	-	14062783	14067660
16537	Rab7-RA	CG5915-RA	chr3R	+	19818734	19821266
16564	sofe-RA	CG1655-RA	chrX	-	10749174	10751473
16565	CG1307-RC	CG1307-RC	chr3R	-	2482012	2483130
16575	Gs2-RC	CG1743-RC	chrX	+	11317995	11324228
16579	Argk-RE	CG32031-RE	chr3L	-	9056050	9059105
16586	fidipidine-RA	CG7773-RA	chr2R	-	12149859	12152112
16591	CG7945-RA	CG7945-RA	chr3L	-	15514802	15517242
16598	PpD5-RA	CG10138-RA	chr2R	-	17929172	17930387
16616	l(1)G0136-RA	CG8198-RA	chrX	+	15628304	15629814
16630	barr-RB	CG10726-RB	chr2L	-	20058164	20060970
16649	CG31251-RA	CG31251-RA	chr3R	-	13509462	13510573
16725	vir-RA	CG3496-RA	chr2R	-	19247786	19253878
16727	CG7516-RA	CG7516-RA	chr2L	-	14352594	14355086
16734	CG6744-RA	CG6744-RA	chr3R	-	7259210	7261328
16735	CG8188-RA	CG8188-RA	chrX	-	17594128	17597054
