gID	name	genename	chr	strand	start	stop
16360	siz-RB	CG32434-RB	chr3L	+	21027637	21068544
16380	CG32473-RC	CG32473-RC	chr3R	+	9130491	9135108
16386	CG42257-RD	CG42257-RD	chr2R	+	17948463	17957262
16387	ire-1-RC	CG4583-RC	chr3R	-	15680162	15687032
16459	CG34360-RD	CG34360-RD	chr3R	+	5700403	5782241
16473	Cyt-b5-RB	CG2140-RB	chr2R	+	3421083	3423441
16474	W-RA	CG5123-RA	chr3L	-	18160842	18178737
16493	c11.1-RA	CG12132-RA	chrX	-	9169683	9177121
16522	CG7845-RA	CG7845-RA	chr2R	-	1962339	1963863
16525	Idgf4-RB	CG1780-RB	chrX	-	9822299	9824959
16549	htl-RC	CG7223-RC	chr3R	-	13870936	13875086
16596	smo-RA	CG11561-RA	chr2L	+	277585	282167
16605	trio-RF	CG18214-RF	chr3L	-	997210	1007791
16610	CG12093-RA	CG12093-RA	chr3L	-	2772560	2773981
16611	CG17278-RA	CG17278-RA	chr3R	-	16846756	16849907
16638	CG31176-RA	CG31176-RA	chr3R	-	17498018	17545378
16678	CG42303-RA	CG42303-RA	chr3L	+	2652109	2655456
16730	CG13813-RA	CG13813-RA	chr3L	+	20224773	20226355
16731	CG5830-RA	CG5830-RA	chr3L	-	15985753	15997814
